id,pname,pcode,cityname,citycode,adname,adcode,name,address,tel,business_area,bigType,midType,smallType,typecode,gcjLng,gcjLat,wgs84Lng,wgs84Lat,评分,是否可订餐,价格,星级,标签,类型,longitude,latitude,acc_type
ecbe7414-06ce-3b41-92e4-5bab188a0549,广东省,440000,广州市,20,番禺区,440113,尘陌民宿(长隆番禺7号店),"汉溪大道,奥园城市天地8区2栋",18824400885,[],住宿服务,住宿服务相关,住宿服务相关,100000,113.336274,22.991909,113.330836,22.994537,5,0,[],[],[],hotel,113.330836,22.994537,homestay
dacdf287-545d-390c-8a21-4e075363ff3d,广东省,440000,广州市,20,番禺区,440113,北斗星轻奢公寓,汉兴直街与汉兴三街交叉口东北160米,[],[],住宿服务,旅馆招待所,旅馆招待所,100200,113.335892,22.992709,113.330455,22.995338,[],0,[],[],[],hotel,113.330455,22.995338,homestay
b2a2d933-bdb8-3523-a573-6323fa0f2884,广东省,440000,广州市,20,番禺区,440113,广州嫣然民宿(4号店),汉兴四街与汉兴西街交叉口北160米,[],[],住宿服务,住宿服务相关,住宿服务相关,100000,113.334891,22.991696,113.329456,22.994327,[],1,[],[],[],hotel,113.329456,22.994327,homestay
7289aa85-44f8-36e8-aaf3-8f43bd28c864,广东省,440000,广州市,20,番禺区,440113,广州Daydream·House小区住宅,钟村街道奥园城市天地9,[],[],住宿服务,住宿服务相关,住宿服务相关,100000,113.334889,22.991697,113.329454,22.994328,[],1,[],[],[],hotel,113.329454,22.994328,other
5e89bd40-9b6f-3797-b491-ff31d469f302,广东省,440000,广州市,20,番禺区,440113,莱贝丝公寓(广州南站汉溪长隆地铁站店),钟村街道汉兴三街道52号保利大都汇D2栋,18925114568,[],住宿服务,宾馆酒店,宾馆酒店,100100,113.336169,22.992482,113.330732,22.99511,4.3,1,[],[],[],hotel,113.330732,22.99511,homestay
052c82bf-d1de-3212-98bd-66c6c997f410,广东省,440000,广州市,20,番禺区,440113,广州长隆途泊民宿(长隆番禺14号店),汉兴西路钟村街道奥园城市天地,"4006888215,,215020",[],住宿服务,住宿服务相关,住宿服务相关,100000,113.334888,22.991697,113.329453,22.994328,[],0,[],[],[],hotel,113.329453,22.994328,homestay
7789b60d-5ada-3885-993f-476e129d9c82,广东省,440000,广州市,20,番禺区,440113,亚阁智选公寓(广州南站汉溪长隆地铁站店),汉兴中街保利大都汇D2栋一楼,18054207845,[],住宿服务,旅馆招待所,旅馆招待所,100200,113.335739,22.99277,113.330302,22.995399,4.3,1,[],[],[],hotel,113.330302,22.995399,homestay
60fbdd3a-625b-3999-9cd6-e8ca42cae557,广东省,440000,广州市,20,番禺区,440113,长隆网红主题民宿(长隆番禺6号店),汉兴四街与汉兴西街交叉口北160米,"17051006250,,319",[],住宿服务,住宿服务相关,住宿服务相关,100000,113.334884,22.991698,113.329449,22.994329,4,0,[],[],[],hotel,113.329449,22.994329,homestay
0248bc5a-5637-35c6-bb3f-25bc2d3f17cb,广东省,440000,广州市,20,番禺区,440113,小龙RE民宿(长隆番禺1号店),汉兴三街与汉兴直街交叉口东南40米,13531450784,[],住宿服务,住宿服务相关,住宿服务相关,100000,113.334884,22.991697,113.329449,22.994328,2,0,[],[],[],hotel,113.329449,22.994328,homestay
474a5575-6e00-3905-8ed6-108f3685f7c2,广东省,440000,广州市,20,番禺区,440113,小龙RE民宿(长隆番禺6号店),汉兴三街与汉兴直街交叉口东南40米,13531450784,[],住宿服务,住宿服务相关,住宿服务相关,100000,113.334884,22.991697,113.329449,22.994328,2,0,[],[],[],hotel,113.329449,22.994328,homestay
14e6c0a1-273a-3545-aeef-16a53130afaf,广东省,440000,广州市,20,番禺区,440113,小龙RE民宿(长隆番禺3号店),汉兴三街与汉兴直街交叉口东南40米,13531450784,[],住宿服务,住宿服务相关,住宿服务相关,100000,113.334884,22.991697,113.329449,22.994328,2,0,[],[],[],hotel,113.329449,22.994328,homestay
198823b5-0b70-39b1-918e-d31961285acc,广东省,440000,广州市,20,番禺区,440113,小龙RE民宿(长隆番禺7号店),汉兴三街与汉兴直街交叉口东南40米,13531450784,[],住宿服务,住宿服务相关,住宿服务相关,100000,113.334884,22.991697,113.329449,22.994328,5,0,[],[],[],hotel,113.329449,22.994328,homestay
b32614e9-0536-3cf8-9025-8bc658eb1feb,广东省,440000,广州市,20,番禺区,440113,广州Lei的小屋(2号店),奥园城市天地7区3栋,[],[],住宿服务,住宿服务相关,住宿服务相关,100000,113.334895,22.991679,113.32946,22.99431,[],1,[],[],[],hotel,113.32946,22.99431,other
6752dfc0-36a0-3ff6-8a11-fa8673f22a76,广东省,440000,广州市,20,番禺区,440113,栖居巨幕投影自助式公寓(番禺汉溪长隆地铁站店),汉溪长隆汉兴三街保利大都汇D区2栋309,13143667208,[],住宿服务,住宿服务相关,住宿服务相关,100000,113.335758,22.992773,113.330321,22.995402,4.8,1,[],[],[],hotel,113.330321,22.995402,homestay
41755dfc-321e-36f6-93b7-85a37e24eba2,广东省,440000,广州市,20,番禺区,440113,游舍拾光公寓(广州汉溪长隆地铁站店),钟村街汉兴直街56号2005房,18122782336,[],住宿服务,宾馆酒店,经济型连锁酒店,100105,113.33483,22.991749,113.329395,22.99438,3.5,1,[],[],[],hotel,113.329395,22.99438,homestay
0327b4c5-1494-361b-a41b-aac948f217d4,广东省,440000,广州市,20,番禺区,440113,广州近长隆/南站/飞机场复式双床房公寓(3号店),汉兴三街与汉兴直街交叉口东南40米,"+862126137886,3690961;021-26137886,3690961",[],住宿服务,住宿服务相关,住宿服务相关,100000,113.334825,22.991753,113.32939,22.994384,[],0,[],[],[],hotel,113.32939,22.994384,homestay
4ce373ba-a56b-3318-9368-30611f79f635,广东省,440000,广州市,20,番禺区,440113,广州长隆欢乐世界汉溪长隆地铁站时尚简约雅居复式公寓,汉兴三街与汉兴直街交叉口东南60米,[],[],住宿服务,宾馆酒店,宾馆酒店,100100,113.335059,22.991493,113.329624,22.994124,[],0,[],[],[],hotel,113.329624,22.994124,homestay
e490f295-6aa4-3df1-8fc1-7814ed9f946c,广东省,440000,广州市,20,番禺区,440113,云锦时尚公寓(广州南站汉溪长隆地铁站店),汉溪大道东保利大都汇D区2栋,17324318277,[],住宿服务,住宿服务相关,住宿服务相关,100000,113.335726,22.992799,113.330289,22.995428,4.8,1,[],[],[],hotel,113.330289,22.995428,homestay
593c3ff5-3362-32f6-8520-63f7176f4ccb,广东省,440000,广州市,20,番禺区,440113,广州L家7公寓,汉兴直街与汉兴二街交叉口东南220米,[],[],住宿服务,住宿服务相关,住宿服务相关,100000,113.334846,22.991691,113.329411,22.994322,[],1,[],[],[],hotel,113.329411,22.994322,homestay
12358ebd-d2dd-394d-9f1f-765b49d9fccc,广东省,440000,广州市,20,番禺区,440113,楠山居(汉溪长隆店地铁站店),保利大都会D区2栋13楼1314,18942452137,[],住宿服务,住宿服务相关,住宿服务相关,100000,113.33609,22.99264,113.330653,22.995268,3.4,1,[],[],[],hotel,113.330653,22.995268,other
04a795c2-5daa-3145-af5a-9b6f2dc0d187,广东省,440000,广州市,20,番禺区,440113,广州长隆芒果公寓(7号店),汉兴西路(奥园城市天地),"021-26137886,4657052",[],住宿服务,住宿服务相关,住宿服务相关,100000,113.334715,22.992174,113.329281,22.994805,4,1,[],[],[],hotel,113.329281,22.994805,homestay
334a2e76-5235-3954-b2e9-49807883196d,广东省,440000,广州市,20,番禺区,440113,广州长隆芒果公寓,汉兴西路(奥园城市天地),"021-26137886,4657052",[],住宿服务,住宿服务相关,住宿服务相关,100000,113.334715,22.992174,113.329281,22.994805,[],0,[],[],[],hotel,113.329281,22.994805,homestay
9dfebf94-0bb5-3436-ac1d-c29529a59ed5,广东省,440000,广州市,20,番禺区,440113,秋月舍(广州南站汉溪长隆地铁站店),汉溪三街52号保利大都会D2栋7楼701,17705910125,[],住宿服务,住宿服务相关,住宿服务相关,100000,113.336114,22.992621,113.330677,22.995249,4.5,1,[],[],[],hotel,113.330677,22.995249,other
25276633-e141-30ae-b626-02d28e4c53cb,广东省,440000,广州市,20,番禺区,440113,℃民宿(长隆番禺2号店),钟村街奥园城市天地7区,"4006888215,,131240",[],住宿服务,住宿服务相关,住宿服务相关,100000,113.334715,22.991969,113.329281,22.9946,[],0,[],[],[],hotel,113.329281,22.9946,homestay
6961b7b3-b91b-3701-bafe-9b8d93a1aa87,广东省,440000,广州市,20,番禺区,440113,悦榕轻奢公寓(广州南站汉溪长隆地铁站店),钟村街道汉兴三街52号保利大都汇D区2栋1320房,13539933341,[],住宿服务,旅馆招待所,旅馆招待所,100200,113.336089,22.992659,113.330652,22.995287,4.6,1,[],[],[],hotel,113.330652,22.995287,homestay
42699be7-99de-3701-89be-78054668092f,广东省,440000,广州市,20,番禺区,440113,Rococo洛可可精选设计公寓(广州汉溪长隆地铁站店),钟村街道汉溪大道东保利大都汇D区2栋601室,17576007010,[],住宿服务,宾馆酒店,宾馆酒店,100100,113.33603,22.992704,113.330593,22.995332,4.7,1,[],[],[],hotel,113.330593,22.995332,homestay
926841f2-aca4-389b-bde3-93cd680a2d21,广东省,440000,广州市,20,番禺区,440113,阳光驿站普通公寓,奥园城市天地7区3栋,[],[],住宿服务,住宿服务相关,住宿服务相关,100000,113.334946,22.991531,113.329511,22.994162,[],1,[],[],[],hotel,113.329511,22.994162,homestay
0d7fea7e-3345-3f2f-a32a-9f9f910cc770,广东省,440000,广州市,20,番禺区,440113,广州长隆花屿民宿(16号店),汉兴三街与汉兴直街交叉口东南60米,"021-26137886,106366",[],住宿服务,住宿服务相关,住宿服务相关,100000,113.334945,22.99153,113.32951,22.994161,5,1,[],[],[],hotel,113.32951,22.994161,homestay
81dfb024-fc63-35ce-8c20-0fc61db5cfa5,广东省,440000,广州市,20,番禺区,440113,广州Jhome公寓(2号店),奥园城市天地(奥园城市天地七区四栋),"021-26137886,3991849",[],住宿服务,住宿服务相关,住宿服务相关,100000,113.334852,22.991628,113.329417,22.994259,4.6,1,[],[],[],hotel,113.329417,22.994259,homestay
5fdebf89-82cc-3593-8e26-e174bde2bede,广东省,440000,广州市,20,番禺区,440113,铂顿元世纪(广州汉溪长隆地铁站保利大都汇店),汉溪大道东汉兴三街60号,020-84886343;18011858668,[],住宿服务,住宿服务相关,住宿服务相关,100000,113.336138,22.99263,113.330701,22.995258,4.7,1,[],[],[],hotel,113.330701,22.995258,other
e55e9d87-6bbb-3a95-873d-809d5737a699,广东省,440000,广州市,20,番禺区,440113,滑滑梯乐园主题民宿(汉兴四街分店),汉兴四街奥园城市天地Hi7区-4栋,"+861056320612,15195274;010-56320606,15195274",[],住宿服务,住宿服务相关,住宿服务相关,100000,113.335444,22.991309,113.330008,22.993939,3.6,1,[],[],[],hotel,113.330008,22.993939,homestay
8a668916-ac02-3b8d-b634-6bb859eaf2e6,广东省,440000,广州市,20,番禺区,440113,广州楠楠的猫公寓(3号店),汉兴西路奥园城市天地Hi7区3栋,[],[],住宿服务,住宿服务相关,住宿服务相关,100000,113.334745,22.991786,113.329311,22.994417,[],1,[],[],[],hotel,113.329311,22.994417,homestay
8e0a05d1-ec4b-3639-bf4a-9d8d4e2b3c3d,广东省,440000,广州市,20,番禺区,440113,周周公寓,汉兴西路(城市天地),"021-80187829,3548532",[],住宿服务,住宿服务相关,住宿服务相关,100000,113.334815,22.991662,113.32938,22.994293,[],1,[],[],[],hotel,113.32938,22.994293,homestay
375ca772-82eb-3634-94f3-360c73060dad,广东省,440000,广州市,20,番禺区,440113,广州木槿花小屋,"奥园城市天地(汉溪长隆地铁站步行可达,在长隆欢乐世界对面)",[],[],住宿服务,住宿服务相关,住宿服务相关,100000,113.334865,22.991595,113.32943,22.994226,5,1,[],[],[],hotel,113.32943,22.994226,other
c4b19b0d-3a94-3a70-b760-99ca3222f5d7,广东省,440000,广州市,20,番禺区,440113,四月天公寓(保利大都汇店),汉兴三街广州四月天民宿(保利大都汇店)保利红馆,"+861056320612,44862934",[],住宿服务,旅馆招待所,旅馆招待所,100200,113.336167,22.992628,113.33073,22.995256,[],0,[],[],[],hotel,113.33073,22.995256,homestay
fb899972-45dd-3791-906e-2bd45c2a74a8,广东省,440000,广州市,20,番禺区,440113,御居轻享行政公寓(汉溪长隆店),汉溪大道汉兴三街保利大都汇D2栋1713,19802034404,[],住宿服务,住宿服务相关,住宿服务相关,100000,113.336071,22.99271,113.330634,22.995338,4.6,1,[],[],[],hotel,113.330634,22.995338,homestay
5a99d19a-67eb-330d-94dc-b58ce5435662,广东省,440000,广州市,20,番禺区,440113,小巴黎公寓(汉兴三街1号分店),汉兴三街奥园城市天地7区3栋,"+861056320612,33731527",[],住宿服务,住宿服务相关,住宿服务相关,100000,113.334849,22.991588,113.329414,22.994219,4.2,1,[],[],[],hotel,113.329414,22.994219,homestay
5bf8bb1a-cd2f-3ecb-a283-6c2f5756a4e3,广东省,440000,广州市,20,番禺区,440113,柒柒小栈公寓(汉兴三街分店),汉兴三街奥园城市天地7区3栋奥园城市天地-Hi7区,[],[],住宿服务,住宿服务相关,住宿服务相关,100000,113.334849,22.991588,113.329414,22.994219,[],1,[],[],[],hotel,113.329414,22.994219,homestay
718a048e-9a64-31b3-834d-2a2f10c7d606,广东省,440000,广州市,20,番禺区,440113,遇上小住公寓(汉兴三街分店),汉兴三街奥园城市天地7区3栋,"+861056320612,3480835",[],住宿服务,住宿服务相关,住宿服务相关,100000,113.334849,22.991588,113.329414,22.994219,[],1,[],[],[],hotel,113.329414,22.994219,homestay
6cb856a6-79a8-3f37-93ba-01fb34a27d12,广东省,440000,广州市,20,番禺区,440113,童年小筑(汉兴三街1号分店),汉兴三街奥园城市天地7区3栋,"+861056320612,15744754",[],住宿服务,住宿服务相关,住宿服务相关,100000,113.334849,22.991588,113.329414,22.994219,4.7,1,[],[],[],hotel,113.329414,22.994219,other
6b56408f-8761-3185-b7c5-c71f52a7e339,广东省,440000,广州市,20,番禺区,440113,广州拾川野小区住宅,汉溪长隆G出口奥园城市天地7区3栋706奥园城市天地,"4006888215,132012",[],住宿服务,住宿服务相关,住宿服务相关,100000,113.334848,22.991588,113.329413,22.994219,5,0,[],[],[],hotel,113.329413,22.994219,other
8b17f05e-4fc9-3100-8c9b-21a4771ea1e3,广东省,440000,广州市,20,番禺区,440113,拾野川长隆店公寓(汉兴三街1号分店),汉兴三街奥园城市天地7区3栋,[],[],住宿服务,住宿服务相关,住宿服务相关,100000,113.334848,22.991588,113.329413,22.994219,4.4,1,[],[],[],hotel,113.329413,22.994219,homestay
aa2996dd-f617-3da5-adf3-1fd83e76a187,广东省,440000,广州市,20,番禺区,440113,柒柒小屋(汉兴三街分店),汉兴三街奥园城市天地7区3栋奥园城市天地-Hi7区,[],[],住宿服务,住宿服务相关,住宿服务相关,100000,113.334848,22.991588,113.329413,22.994219,4.6,1,[],[],[],hotel,113.329413,22.994219,other
5fe8ed12-2b1e-3382-b597-c5169635777a,广东省,440000,广州市,20,番禺区,440113,小同志老郑公寓(汉兴三街分店),汉兴三街奥园城市天地7区3栋,[],[],住宿服务,住宿服务相关,住宿服务相关,100000,113.334848,22.991588,113.329413,22.994219,[],1,[],[],[],hotel,113.329413,22.994219,homestay
6dce33c4-fb80-3f69-9c9e-43c68d188b00,广东省,440000,广州市,20,番禺区,440113,粤美居公寓(汉兴三街分店),汉兴三街奥园城市天地7区3栋,[],[],住宿服务,住宿服务相关,住宿服务相关,100000,113.334848,22.991588,113.329413,22.994219,4.6,1,[],[],[],hotel,113.329413,22.994219,homestay
f1459945-33ef-3ea9-91ad-04ef27202580,广东省,440000,广州市,20,番禺区,440113,三木舍公寓(汉兴三街分店),汉兴三街奥园城市天地7区3栋,"+861056320612,36130756",[],住宿服务,住宿服务相关,住宿服务相关,100000,113.334848,22.991588,113.329413,22.994219,[],1,[],[],[],hotel,113.329413,22.994219,homestay
8a15bc91-a4e7-3f47-8d70-1abd33a9e501,广东省,440000,广州市,20,番禺区,440113,九木民宿(汉兴三街1号分店),汉兴三街奥园城市天地7区3栋奥园城市天地-Hi7区,[],[],住宿服务,住宿服务相关,住宿服务相关,100000,113.334847,22.991589,113.329412,22.99422,5,1,[],[],[],hotel,113.329412,22.99422,homestay
aa2c4a4c-3c34-33f8-b41e-8e534c413011,广东省,440000,广州市,20,番禺区,440113,无觅Willmeet公寓(汉兴直街1号分店),汉兴直街奥园城市天地奥园城市天地-Hi7区汉溪大道东奥园城市天地5区五栋,"13760927978;+862126137886,54748",[],住宿服务,住宿服务相关,住宿服务相关,100000,113.334803,22.991644,113.329368,22.994275,4.7,1,[],[],[],hotel,113.329368,22.994275,homestay
6f4bf01a-e7d8-3b80-a6db-2587183627ce,广东省,440000,广州市,20,番禺区,440113,悦漫滑滑梯乐园公寓(汉兴三街分店),汉兴三街奥园城市天地7区3栋奥园城市天地-Hi7区,"+861056320612,4738336",[],住宿服务,住宿服务相关,住宿服务相关,100000,113.334846,22.991588,113.329411,22.994219,4.7,1,[],[],[],hotel,113.329411,22.994219,homestay
fa926150-a733-3826-8273-cf09007e7c43,广东省,440000,广州市,20,花都区,440114,客盈门电梯公寓,西群社小区二巷与西群经济社小区一街交叉口东南180米,13527817399,狮岭,住宿服务,旅馆招待所,旅馆招待所,100200,113.168383,23.461696,113.162939,23.464188,[],0,[],[],[],hotel,113.162939,23.464188,homestay
0463c60f-7647-3aca-b0a8-f6eb8fc5dedb,广东省,440000,广州市,20,花都区,440114,新世纪公寓,狮岭镇联合路广州市昊鹭皮具有限公司前面,13610293138,狮岭,住宿服务,住宿服务相关,住宿服务相关,100000,113.168655,23.461566,113.163212,23.464059,[],0,[],[],[],hotel,113.163212,23.464059,homestay
9441909a-ec55-3173-aad0-243dbf777f6f,广东省,440000,广州市,20,花都区,440114,鸿发住宿,康政路与阳光南路交叉口西160米,[],狮岭,住宿服务,旅馆招待所,旅馆招待所,100200,113.164289,23.460892,113.158838,23.463377,[],0,[],[],[],hotel,113.158838,23.463377,other
d2e6b2bb-a8a3-3ab3-accc-8681127166c1,广东省,440000,广州市,20,花都区,440114,福临门公寓,西群社小区二巷与西群经济社小区一街交叉口东南200米,[],狮岭,住宿服务,旅馆招待所,旅馆招待所,100200,113.1687,23.461608,113.163257,23.464101,[],0,[],[],[],hotel,113.163257,23.464101,homestay
529f223d-cfca-3d57-bac5-c9fe9df6acd8,广东省,440000,广州市,20,花都区,440114,福祥公寓,狮岭镇西群经济社一巷28号,[],狮岭,住宿服务,旅馆招待所,旅馆招待所,100200,113.166983,23.462079,113.161536,23.464569,[],0,[],[],[],hotel,113.161536,23.464569,homestay
b071122c-1fea-323b-9507-67de321a7401,广东省,440000,广州市,20,花都区,440114,银河公寓,田心路与集益路交叉口西北240米,13949639238,狮岭,住宿服务,旅馆招待所,旅馆招待所,100200,113.165645,23.455891,113.160196,23.458379,[],0,[],[],[],hotel,113.160196,23.458379,homestay
2936df7f-2d0f-330a-bbbc-765596c269f0,广东省,440000,广州市,20,花都区,440114,好运来出租房(西群社小区二巷),狮岭镇阳光路口西群社桥头,[],狮岭,住宿服务,旅馆招待所,旅馆招待所,100200,113.16761,23.462021,113.162165,23.464512,[],0,[],[],[],hotel,113.162165,23.464512,other
8cfe8f0e-ca9e-35a0-b3d8-1cb0f9d36c91,广东省,440000,广州市,20,花都区,440114,好运来公寓,西群社小区二巷与西群经济社小区一街交叉口东南80米,18027010331,狮岭,住宿服务,宾馆酒店,宾馆酒店,100100,113.167638,23.462021,113.162193,23.464512,[],0,[],[],[],hotel,113.162193,23.464512,homestay
b05b38a2-6081-3fd9-bc0d-68a0df3e5373,广东省,440000,广州市,20,花都区,440114,开口笑公寓超市,均一东街与均一社河上四街交叉口西240米,[],狮岭,住宿服务,旅馆招待所,旅馆招待所,100200,113.169319,23.46124,113.163877,23.463734,[],0,[],[],开口笑,hotel,113.163877,23.463734,homestay
09e84496-a625-3c8a-a125-061a822df2b7,广东省,440000,广州市,20,花都区,440114,好运来住宿(广州康政店),西群社小区二巷与西群经济社小区一街交叉口东南80米,13642336485,狮岭,住宿服务,住宿服务相关,住宿服务相关,100000,113.167678,23.462043,113.162233,23.464534,[],0,[],[],[],hotel,113.162233,23.464534,other
aa5b9284-0eea-3c34-b8ed-0239e432d56a,广东省,440000,广州市,20,花都区,440114,顺意岀租房,法政街31号,18620182698,狮岭,住宿服务,旅馆招待所,旅馆招待所,100200,113.16379,23.460442,113.158338,23.462926,[],0,[],[],[],hotel,113.158338,23.462926,other
eee9fabe-5f82-32ae-92a1-fda0150c35a3,广东省,440000,广州市,20,花都区,440114,汐庭公寓,西群社小区二巷与西群经济社小区一街交叉口东南100米,[],狮岭,住宿服务,旅馆招待所,旅馆招待所,100200,113.167783,23.462054,113.162338,23.464545,[],0,[],[],[],hotel,113.162338,23.464545,homestay
35961908-12e8-3b06-8a21-6849fc24bc36,广东省,440000,广州市,20,花都区,440114,永发商务公寓,狮岭镇祥和街24号,18024596586,狮岭,住宿服务,住宿服务相关,住宿服务相关,100000,113.163891,23.460638,113.158439,23.463122,[],0,[],[],[],hotel,113.158439,23.463122,homestay
10f25959-f7a6-38b2-b583-554fc4b39a17,广东省,440000,广州市,20,花都区,440114,花园式电梯公寓,西群社小区二巷与西群经济社小区一街交叉口东南120米,[],狮岭,住宿服务,旅馆招待所,旅馆招待所,100200,113.168084,23.46201,113.162639,23.464502,[],0,[],[],[],hotel,113.162639,23.464502,homestay
53d9897f-544a-337b-89dc-4055178b5eaf,广东省,440000,广州市,20,花都区,440114,广州金房子公寓(狮岭大道店),狮岭镇狮岭大道西49-4号,18998461062,狮岭,住宿服务,旅馆招待所,旅馆招待所,100200,113.169597,23.456651,113.164156,23.459146,4,1,[],[],[],hotel,113.164156,23.459146,homestay
23520214-0882-36aa-aa11-820525de1616,广东省,440000,广州市,20,花都区,440114,聚贤楼豪华出租屋,狮岭旧屋社新区二街31号,020-86981178,狮岭,住宿服务,旅馆招待所,旅馆招待所,100200,113.16993,23.457038,113.164489,23.459534,[],0,[],[],[],hotel,113.164489,23.459534,other
67ea3e67-0e40-3338-b747-edd0aa5cac34,广东省,440000,广州市,20,花都区,440114,平安出租房(天鹅湖城堡西南),法政街31号,13533084738;18620182698,狮岭,住宿服务,旅馆招待所,旅馆招待所,100200,113.163757,23.460533,113.158305,23.463017,[],0,[],[],[],hotel,113.158305,23.463017,other
0855db88-fe89-37dd-b1cc-34a5deeb1378,广东省,440000,广州市,20,花都区,440114,狮岭莲花公寓,雄狮东路与阳光南路交叉口西南240米,[],狮岭,住宿服务,旅馆招待所,旅馆招待所,100200,113.163989,23.456813,113.158537,23.459297,[],0,[],[],[],hotel,113.158537,23.459297,homestay
98449b45-15c3-37af-ac46-85839cf15393,广东省,440000,广州市,20,花都区,440114,嘉华电梯房,启航街与新屋经济社新屋三街交叉口西南20米,[],狮岭,住宿服务,旅馆招待所,旅馆招待所,100200,113.170135,23.457203,113.164695,23.459699,[],0,[],[],[],hotel,113.164695,23.459699,other
e58ae7ae-6dbc-337b-ac14-a91d725a59c9,广东省,440000,广州市,20,花都区,440114,豪门星级公寓,狮岭镇联合路骏鸿苑,13823592500,狮岭,住宿服务,宾馆酒店,宾馆酒店|住宿服务,100100|100200,113.169714,23.461166,113.164273,23.463661,[],0,[],[],[],hotel,113.164273,23.463661,homestay
08356458-b72a-3078-b849-28535ac9c644,广东省,440000,广州市,20,花都区,440114,金狮豪华公寓(天鹅湖城堡西),雄狮东路与狮岭法政路交叉口东南80米,[],狮岭,住宿服务,旅馆招待所,旅馆招待所,100200,113.16315,23.459005,113.157697,23.461488,[],0,[],[],[],hotel,113.157697,23.461488,homestay
ea65fcb5-9922-32f5-8c8e-ace28fcde2a6,广东省,440000,广州市,20,花都区,440114,吉祥电梯公寓,雄狮东路与阳光南路交叉口南260米,[],狮岭,住宿服务,旅馆招待所,旅馆招待所,100200,113.16423,23.45637,113.158779,23.458855,[],0,[],[],[],hotel,113.158779,23.458855,homestay
ba9c8f90-89e2-397e-929b-59e5110b2fc9,广东省,440000,广州市,20,花都区,440114,龙涛美居,狮岭镇法政街26号,[],狮岭,住宿服务,旅馆招待所,旅馆招待所,100200,113.163484,23.460452,113.158031,23.462935,[],0,[],[],[],hotel,113.158031,23.462935,other
