id,pname,pcode,cityname,citycode,adname,adcode,name,address,tel,business_area,bigType,midType,smallType,typecode,gcjLng,gcjLat,wgs84Lng,wgs84Lat,评分,门票,标签,type,longitude,latitude,rating,full_type,red_score,red_level,red_themes
e255d3c7-fdf2-3418-a199-e38701690ea5,广东省,440000,广州市,20,从化区,440117,金瓯广场,河滨北路216号,[],街口,风景名胜,公园广场,城市广场,110105,113.593242,23.547289,113.588136,23.550061,4.2,[],[],tour,113.588136,23.550061,4.2,风景名胜_公园广场_城市广场,0,non_red,['红色文化']
539e3c02-6b6f-3999-a797-2de27bbef2f4,广东省,440000,广州市,20,从化区,440117,河滨公园1号,河滨北路68号河滨公园,[],城郊,风景名胜,风景名胜相关,旅游景点,110000,113.59174,23.547238,113.586633,23.55001,3.2,[],[],tour,113.586633,23.55001,3.2,风景名胜_风景名胜相关_旅游景点,0,non_red,['红色文化']
1c662158-bb92-3897-aecd-4730701f7061,广东省,440000,广州市,20,从化区,440117,东成文化长廊,河滨街河滨苑,[],街口,风景名胜,风景名胜相关,旅游景点,110000,113.591491,23.547299,113.586384,23.550071,3.4,[],[],tour,113.586384,23.550071,3.4,风景名胜_风景名胜相关_旅游景点,0,non_red,['红色文化']
ac8c8610-3fec-3d51-a094-3ca07ece6193,广东省,440000,广州市,20,从化区,440117,圆通寺,七星西路与河东中路交叉口西100米,13533019093,江埔,风景名胜,风景名胜,寺庙道观,110205,113.595862,23.540884,113.590758,23.543656,4.4,[],[],tour,113.590758,23.543656,4.4,风景名胜_风景名胜_寺庙道观,0,non_red,['红色文化']
3f753d12-d438-3c94-a6e0-607ace0f643e,广东省,440000,广州市,20,南沙区,440115,观音庙,沙螺湾东路3号,[],[],风景名胜,风景名胜,寺庙道观,110205,113.554081,22.817575,113.548964,22.820525,3.7,[],[],tour,113.548964,22.820525,3.7,风景名胜_风景名胜_寺庙道观,0,non_red,['红色文化']
5d1b32a4-9d4a-3527-a871-4d71b30614a2,广东省,440000,广州市,20,番禺区,440113,誉山公园,兴南大道,[],[],风景名胜,公园广场,公园,110101,113.379953,23.008404,113.374445,23.010959,4,[],[],tour,113.374445,23.010959,4.0,风景名胜_公园广场_公园,0,non_red,['红色文化']
84b013fd-6322-3850-8194-d37563fe6a50,广东省,440000,广州市,20,番禺区,440113,水上公园,人和路与民安路交叉口东60米,[],[],风景名胜,公园广场,公园,110101,113.381094,23.00401,113.375586,23.006566,4.1,[],[],tour,113.375586,23.006566,4.1,风景名胜_公园广场_公园,0,non_red,['红色文化']
c8eb1cbf-cd72-312b-8f6f-ac56978b690c,广东省,440000,广州市,20,白云区,440111,聆泉,广园中路801号白云山风景名胜区内,020-37222222,白云大道,风景名胜,风景名胜相关,旅游景点,110000,113.308981,23.199882,113.303585,23.202476,3.9,[],[],tour,113.303585,23.202476,3.9,风景名胜_风景名胜相关_旅游景点,0,non_red,['红色文化']
146d80e4-44cc-36a0-ac94-0fd1ff2dcc51,广东省,440000,广州市,20,白云区,440111,卵石滩,广园中路801号白云山风景名胜区,020-37222222,白云大道,风景名胜,风景名胜相关,旅游景点,110000,113.30826,23.199306,113.302865,23.201902,3.4,[],[],tour,113.302865,23.201902,3.4,风景名胜_风景名胜相关_旅游景点,0,non_red,['红色文化']
77731adb-0357-3cff-8a71-116e33acb130,广东省,440000,广州市,20,白云区,440111,白云山风景名胜区-梅林,广园中路801号白云山风景名胜区,[],白云大道,风景名胜,风景名胜相关,旅游景点,110000,113.30796,23.199333,113.302566,23.201929,3.5,[],[],tour,113.302566,23.201929,3.5,风景名胜_风景名胜相关_旅游景点,0,non_red,['红色文化']
8aefec1b-c87c-33b0-a29c-4cdcbcb51e1b,广东省,440000,广州市,20,白云区,440111,梅花谷,广园中路801号白云山风景名胜区,020-37222222,白云大道,风景名胜,风景名胜,风景名胜,110200,113.308024,23.198824,113.30263,23.20142,4.4,[],[],tour,113.30263,23.20142,4.4,风景名胜_风景名胜_风景名胜,0,non_red,['红色文化']
ed6cf582-fe82-3ae1-9002-65b4be7a2677,广东省,440000,广州市,20,白云区,440111,钓鱼台,广园中路801号白云山风景名胜区内,020-37222222,白云大道,风景名胜,风景名胜相关,旅游景点,110000,113.307831,23.198736,113.302437,23.201333,3.5,[],[],tour,113.302437,23.201333,3.5,风景名胜_风景名胜相关_旅游景点,0,non_red,['红色文化']
7161f65e-5b79-3dd4-b39e-0e98926c2011,广东省,440000,广州市,20,白云区,440111,白云山风景名胜区-碧影湾,白云山风景区内,[],白云大道,风景名胜,风景名胜相关,旅游景点,110000,113.308278,23.196333,113.302883,23.19893,4,[],[],tour,113.302883,23.19893,4.0,风景名胜_风景名胜相关_旅游景点,0,non_red,['红色文化']
56bd059f-d85d-3d2e-8eca-e70f9acbefca,广东省,440000,广州市,20,白云区,440111,黄婆洞水库,广园中路801号白云山风景名胜区内,020-37222222,白云大道,风景名胜,风景名胜相关,旅游景点,110000,113.305772,23.195774,113.300382,23.198375,4.8,[],[],tour,113.300382,23.198375,4.8,风景名胜_风景名胜相关_旅游景点,0,non_red,['红色文化']
3729273d-01e6-3c0a-ba1b-59babd086551,广东省,440000,广州市,20,花都区,440114,得贤梁公祠,三东村十七队,[],[],风景名胜,风景名胜,风景名胜,110200,113.233089,23.413471,113.227742,23.416064,4,[],[],tour,113.227742,23.416064,4.0,风景名胜_风景名胜_风景名胜,0,non_red,['红色文化']
ea537e1f-37e0-344b-8c8b-ebcef8268a1b,广东省,440000,广州市,20,花都区,440114,康廷梁公祠,向北街与凤凰北路交叉口西60米,[],[],风景名胜,风景名胜相关,旅游景点,110000,113.233332,23.414989,113.227985,23.417582,3.9,[],[],tour,113.227985,23.417582,3.9,风景名胜_风景名胜相关_旅游景点,0,non_red,['红色文化']
8f309972-a077-37f9-ab78-f6fe96cb0a49,广东省,440000,广州市,20,花都区,440114,宗贤梁公祠,三东村15队,[],[],风景名胜,风景名胜,风景名胜,110200,113.230364,23.415721,113.225015,23.418312,4.4,[],[],tour,113.225015,23.418312,4.4,风景名胜_风景名胜_风景名胜,0,non_red,['红色文化']
9548a89f-bbe8-3225-84b6-3005107c69d7,广东省,440000,广州市,20,花都区,440114,梁氏大宗祠,宏益大街,[],[],风景名胜,风景名胜,寺庙道观,110205,113.231473,23.414262,113.226125,23.416854,4.2,[],[],tour,113.226125,23.416854,4.2,风景名胜_风景名胜_寺庙道观,0,non_red,['红色文化']
f4b6b880-411f-3bd2-88b2-99ef41a99eb9,广东省,440000,广州市,20,番禺区,440113,北涧刘公祠,沙头街道汀根村北街1号,[],[],风景名胜,风景名胜,寺庙道观,110205,113.330641,22.945236,113.325218,22.947895,3.9,[],[],tour,113.325218,22.947895,3.9,风景名胜_风景名胜_寺庙道观,0,non_red,['红色文化']
e3404c6a-3370-3879-b678-72c70fe83b68,广东省,440000,广州市,20,番禺区,440113,华光庙,宁仁大街二十六巷与西南屏街交叉口东240米,[],[],风景名胜,风景名胜,寺庙道观,110205,113.328176,22.944955,113.322758,22.947619,3.8,[],[],tour,113.322758,22.947619,3.8,风景名胜_风景名胜_寺庙道观,0,non_red,['红色文化']
66edb445-b508-3f43-8a80-0a143a83ddff,广东省,440000,广州市,20,番禺区,440113,汀根村梁家祠,宁仁大街二十六巷与西南屏街交叉口东220米,[],[],风景名胜,风景名胜相关,旅游景点,110000,113.327794,22.944441,113.322377,22.947106,4.2,[],[],tour,113.322377,22.947106,4.2,风景名胜_风景名胜相关_旅游景点,0,non_red,['红色文化']
3af8edf2-99f5-3a2f-b89a-bc30f130ac26,广东省,440000,广州市,20,番禺区,440113,余氏宗祠,宁仁大街二十六巷与西南屏街交叉口东60米,[],[],风景名胜,风景名胜,寺庙道观,110205,113.32632,22.94518,113.320906,22.947847,4,[],[],tour,113.320906,22.947847,4.0,风景名胜_风景名胜_寺庙道观,0,non_red,['红色文化']
6b135099-26b0-36ae-8169-2f857d0be555,广东省,440000,广州市,20,番禺区,440113,琛边小公园,汀根村宁仁大街,[],[],风景名胜,公园广场,公园,110101,113.325083,22.945969,113.319671,22.948638,3.9,[],[],tour,113.319671,22.948638,3.9,风景名胜_公园广场_公园,0,non_red,['红色文化']
a610ef14-8ecf-33b1-9faf-25f25055e923,广东省,440000,广州市,20,荔湾区,440103,馨园,长鸿生活超市南,[],[],风景名胜,公园广场,公园,110101,113.243522,23.089189,113.2382,23.091885,3.5,[],[],tour,113.2382,23.091885,3.5,风景名胜_公园广场_公园,0,non_red,['红色文化']
6b15bb22-b67a-3bd9-bcd5-41de1308030c,广东省,440000,广州市,20,荔湾区,440103,科普文体广场,杏花社区,[],[],风景名胜,公园广场,城市广场,110105,113.241856,23.088384,113.236534,23.09108,3.8,[],[],tour,113.236534,23.09108,3.8,风景名胜_公园广场_城市广场,0,non_red,['红色文化']
d81ff67f-26cb-35d0-bed8-5d24744c6b77,广东省,440000,广州市,20,荔湾区,440103,毓灵桥,芳村杏花大街,[],[],风景名胜,风景名胜,风景名胜,110200,113.24603,23.08847,113.240709,23.091167,4.1,[],[],tour,113.240709,23.091167,4.1,风景名胜_风景名胜_风景名胜,0,non_red,['红色文化']
82102b75-1939-3c40-9495-238e7c2801a5,广东省,440000,广州市,20,荔湾区,440103,邝氏家塾,聚兴大街与招村东一巷交叉口东220米,[],[],风景名胜,风景名胜相关,旅游景点,110000,113.241323,23.087959,113.236001,23.090655,3.2,[],[],tour,113.236001,23.090655,3.2,风景名胜_风景名胜相关_旅游景点,0,non_red,['红色文化']
51896d96-88b7-32e6-a499-e04451a4385c,广东省,440000,广州市,20,荔湾区,440103,邝明觉旧居,聚龙村4号,[],[],风景名胜,风景名胜,纪念馆,110204,113.241162,23.088225,113.23584,23.090921,3.4,[],[],tour,113.23584,23.090921,3.4,风景名胜_风景名胜_纪念馆,3,important_red,['烈士纪念']
2c6832ac-65b7-32f9-baa0-6885fbcd7ea0,广东省,440000,广州市,20,荔湾区,440103,聚龙村民居,聚兴大街3号,[],[],风景名胜,风景名胜相关,旅游景点,110000,113.240687,23.088305,113.235365,23.091001,4.4,[],[],tour,113.235365,23.091001,4.4,风景名胜_风景名胜相关_旅游景点,0,non_red,['红色文化']
e1c005bd-e651-32e9-b308-1c9f629c6928,广东省,440000,广州市,20,荔湾区,440103,聚龙村民居-邝伍臣旧居,聚兴大街3号聚龙村民居(西南角),[],[],风景名胜,风景名胜,纪念馆,110204,113.240568,23.088164,113.235246,23.09086,3.8,[],[],tour,113.235246,23.09086,3.8,风景名胜_风景名胜_纪念馆,3,important_red,['烈士纪念']
d80c3122-0233-3307-a5fd-fdd6ed639e28,广东省,440000,广州市,20,荔湾区,440103,荔湾儿童公园,茶滘街道浣花路墎头西街36号,020-38103132,[],风景名胜,公园广场,公园,110101,113.24104,23.085065,113.235718,23.087762,4.5,[],[],tour,113.235718,23.087762,4.5,风景名胜_公园广场_公园,0,non_red,['红色文化']
58ef81d0-9afb-32b4-b0a3-79789c23320e,广东省,440000,广州市,20,荔湾区,440103,儿童农业科普园,西后街广州市公安局荔湾区分局冲口派出所,020-38103132,[],风景名胜,风景名胜相关,旅游景点,110000,113.239377,23.086329,113.234055,23.089025,3,[],[],tour,113.234055,23.089025,3.0,风景名胜_风景名胜相关_旅游景点,0,non_red,['红色文化']
0339abbb-1276-3f83-a533-c665f9084084,广东省,440000,广州市,20,荔湾区,440103,广州市荔湾区招村祠堂,招村大街,[],[],风景名胜,风景名胜,风景名胜,110200,113.239017,23.087338,113.233694,23.090034,4,[],[],tour,113.233694,23.090034,4.0,风景名胜_风景名胜_风景名胜,0,non_red,['红色文化']
080e3682-25c4-3a39-a1b0-f42c81b25b61,广东省,440000,广州市,20,荔湾区,440103,招氏宗祠,招村大街,[],[],风景名胜,风景名胜,寺庙道观,110205,113.238999,23.087263,113.233676,23.089959,4.1,[],[],tour,113.233676,23.089959,4.1,风景名胜_风景名胜_寺庙道观,0,non_red,['红色文化']
84541d61-e2ae-33f8-bd90-781d5ee1a471,广东省,440000,广州市,20,荔湾区,440103,生物园,花湾路与招村大街交叉口西南40米,[],[],风景名胜,风景名胜相关,旅游景点,110000,113.239016,23.086026,113.233694,23.088722,3.3,[],[],tour,113.233694,23.088722,3.3,风景名胜_风景名胜相关_旅游景点,0,non_red,['红色文化']
531b14f0-fad0-3751-adc3-8feee4c50910,广东省,440000,广州市,20,增城区,440118,陈氏宗祠,风光路与中福路交叉口东南100米,[],中新,风景名胜,风景名胜,寺庙道观,110205,113.620228,23.28485,113.61514,23.287648,3.5,[],[],tour,113.61514,23.287648,3.5,风景名胜_风景名胜_寺庙道观,0,non_red,['红色文化']
4392f1ba-3a41-3063-a38f-4be5708b7a7a,广东省,440000,广州市,20,增城区,440118,中新广场,中新镇,[],中新,风景名胜,公园广场,公园广场,110100,113.620508,23.289118,113.61542,23.291915,4.6,[],[],tour,113.61542,23.291915,4.6,风景名胜_公园广场_公园广场,0,non_red,['红色文化']
7ca15811-1ef8-3f96-93f7-d3e06b4a9044,广东省,440000,广州市,20,荔湾区,440103,艾莉水族,海龙路与花地大道南辅路交叉口西220米,[],[],风景名胜,公园广场,水族馆|购物服务,110104|060500,113.212749,23.044509,113.207408,23.0472,2.3,[],[],tour,113.207408,23.0472,2.3,风景名胜_公园广场_水族馆|购物服务,0,non_red,['红色文化']
f5f23dd9-f0c0-38e2-9e51-184dea9a347c,广东省,440000,广州市,20,从化区,440117,新时代文明实践广场,西和樱花街与禾社街交叉口南220米,[],[],风景名胜,公园广场,城市广场,110105,113.589001,23.622675,113.583887,23.625452,3.9,[],[],tour,113.583887,23.625452,3.9,风景名胜_公园广场_城市广场,0,non_red,['红色文化']
b452dbca-b629-3412-ad23-f006be6c143a,广东省,440000,广州市,20,从化区,440117,长颈鹿大草坪,城郊街西和村草塘101号北纬23度8'森林营地,[],[],风景名胜,风景名胜相关,旅游景点,110000,113.589279,23.621275,113.584166,23.624052,2.9,[],[],tour,113.584166,23.624052,2.9,风景名胜_风景名胜相关_旅游景点,0,non_red,['红色文化']
04cbab39-1644-3f1c-ae34-5c7678e8137e,广东省,440000,广州市,20,从化区,440117,孔雀园,西和樱花街与禾社街交叉口南460米,[],[],风景名胜,风景名胜,风景名胜,110200,113.589706,23.62069,113.584593,23.623467,3.3,[],[],tour,113.584593,23.623467,3.3,风景名胜_风景名胜_风景名胜,0,non_red,['红色文化']
a13fdaca-c990-3a36-a5eb-68a060a7a97c,广东省,440000,广州市,20,从化区,440117,之字长廊,西和牌坊街与600乡道交叉口东南360米,[],[],风景名胜,风景名胜相关,旅游景点,110000,113.588214,23.62134,113.5831,23.624116,3,[],[],tour,113.5831,23.624116,3.0,风景名胜_风景名胜相关_旅游景点,0,non_red,['红色文化']
b0474f24-d4ad-3958-bf95-37e15031186d,广东省,440000,广州市,20,从化区,440117,地震台风体验馆,城郊街西和村天适樱花悠乐园天适樱花悠乐园内(东南角),020-37941188,[],风景名胜,风景名胜相关,旅游景点,110000,113.59446,23.626476,113.58935,23.629255,3.3,[],[],tour,113.58935,23.629255,3.3,风景名胜_风景名胜相关_旅游景点,0,non_red,['红色文化']
1ff395b0-66e7-3845-9b28-27cf779643af,广东省,440000,广州市,20,从化区,440117,西和风情小镇,西和村,[],[],风景名胜,风景名胜,风景名胜,110200,113.58597,23.624595,113.580854,23.62737,4.3,[],[],tour,113.580854,23.62737,4.3,风景名胜_风景名胜_风景名胜,0,non_red,['红色文化']
bd98428a-ff29-338d-bb99-d5e93caaad7d,广东省,440000,广州市,20,从化区,440117,国樱崛起之路,城郊街西和村天适樱花悠乐园天适樱花悠乐园内(西北角),020-37941188,[],风景名胜,风景名胜相关,旅游景点,110000,113.59119,23.628581,113.586078,23.631359,2.5,[],[],tour,113.586078,23.631359,2.5,风景名胜_风景名胜相关_旅游景点,0,non_red,['红色文化']
